iter	Logloss
306	0.4939124967
307	0.4938368643
308	0.4937620868
309	0.4936368172
310	0.4935368342
311	0.4934782707
312	0.4934238572
313	0.4933644953
314	0.4932642441
315	0.4932079141
316	0.4931278973
317	0.4930070023
318	0.4929415107
319	0.4928837332
320	0.4927771243
321	0.4927178322
322	0.4926125787
323	0.4925151848
324	0.4924411364
325	0.4923658547
326	0.4922995731
327	0.492207753
328	0.4921238267
329	0.492010909
330	0.4919402492
331	0.4918633933
332	0.4918066427
333	0.4917415461
334	0.491651905
335	0.4915476139
336	0.4914872838
337	0.4914320675
338	0.491363738
339	0.4912741434
340	0.4911953534
341	0.491146169
342	0.4910769985
343	0.4910076507
344	0.4909451234
345	0.4908698262
346	0.4907980744
347	0.4906800345
348	0.4905992516
349	0.4905584771
350	0.4904952689
351	0.4904080769
352	0.490286277
353	0.4902091789
354	0.4901502533
355	0.4900820949
356	0.4900092378
357	0.4899080342
358	0.4898106173
359	0.4897330162
360	0.4896426896
361	0.4895737384
362	0.4893192338
363	0.4892349231
364	0.4891662573
365	0.4890693609
366	0.4889901022
367	0.4889222064
368	0.4888302855
369	0.4887509176
370	0.4886953282
371	0.4886396842
372	0.48854456
373	0.4884805495
374	0.4884187938
375	0.4883375367
376	0.4882605286
377	0.4881657876
378	0.4880722758
379	0.4880197924
380	0.4879486641
381	0.4878867288
382	0.4877747475
383	0.4877042182
384	0.4876336593
385	0.4875590576
386	0.4874880271
387	0.487419159
388	0.4873560377
389	0.4872885425
390	0.487207431
391	0.4871413651
392	0.487050728
393	0.4869798394
394	0.4869110398
395	0.4868415684
396	0.486775947
397	0.4866873751
398	0.4866188851
399	0.4865523526
400	0.4864776895
401	0.4864030149
402	0.4863041922
403	0.4862150166
404	0.486148702
405	0.4860549533
406	0.4859738176
407	0.4859207009
408	0.4858185984
409	0.4857326703
410	0.4856897804
411	0.4856294148
412	0.4855305982
413	0.4854480268
414	0.4853360273
415	0.4852676497
416	0.4852264788
417	0.4851533436
418	0.4850967408
419	0.4850325736
420	0.4849795872
421	0.4848776246
422	0.4848099151
423	0.4847419695
424	0.4846545532
425	0.4845785598
426	0.4845024271
427	0.4843725393
428	0.4843271029
429	0.4842709581
430	0.4842226777
431	0.484133282
432	0.4840669877
433	0.4839885341
434	0.4839273561
435	0.4838586916
436	0.4837925811
437	0.4837461369
438	0.4836411804
439	0.4835626758
440	0.4834718909
441	0.483374678
442	0.48332145
443	0.4832406228
444	0.4831969473
445	0.4831527798
446	0.4830689988
447	0.4829698691
448	0.4829158894
449	0.4828427916
450	0.4828040634
451	0.4827451712
452	0.4827007925
453	0.4826056099
454	0.4825371925
455	0.4824498506
456	0.4823597365
457	0.4822797688
458	0.4822268439
459	0.4821603882
460	0.4820923869
461	0.4819970264
462	0.4819350161
463	0.4818329385
464	0.4817747929
465	0.4817189218
466	0.4816556373
467	0.4816014543
468	0.4814851046
469	0.4813935074
470	0.4813217532
471	0.4812225523
472	0.4811649259
473	0.4810461248
474	0.4809488713
475	0.4808825028
476	0.4807783836
477	0.4807217831
478	0.4806304388
479	0.4805447859
480	0.4804849871
481	0.48043303
482	0.4803663376
483	0.4802678326
484	0.4801970781
485	0.4801104987
486	0.4800500448
487	0.479973562
488	0.4799072526
489	0.479830571
490	0.4797810294
491	0.4797016232
492	0.4796155161
493	0.479530736
494	0.4794448808
495	0.4793783858
496	0.479306746
497	0.4792301258
498	0.4791410274
499	0.4790818694
500	0.4789878712
501	0.4789001778
502	0.4788507773
503	0.4787587799
504	0.4786874645
505	0.4786241172
506	0.478549955
507	0.4784919831
508	0.4784226922
509	0.4783402788
510	0.4782691731
511	0.478206612
512	0.478152644
513	0.4780617878
514	0.477992265
515	0.4779363743
516	0.477888114
517	0.4778435114
518	0.4777793722
519	0.4777300005
520	0.4776690782
521	0.4776233725
522	0.4775717874
523	0.4774991983
524	0.4774294332
525	0.4773582427
526	0.4773064182
527	0.4772310692
528	0.4771825206
529	0.4771022345
530	0.4769927022
531	0.4769258517
532	0.4768834956
533	0.4767822943
534	0.4767033574
535	0.4766225171
536	0.4765616626
537	0.4765030844
538	0.4764022047
539	0.4762931181
540	0.4762431329
541	0.4761713131
542	0.4760636263
543	0.4759700555
544	0.4758694454
545	0.4758075751
546	0.475757621
547	0.4756978303
548	0.4756085263
549	0.4755392455
550	0.4754910546
551	0.4753971313
552	0.4753290885
553	0.4752594397
554	0.475193626
555	0.475150918
556	0.4750742683
557	0.4749847331
558	0.474928745
559	0.4748704527
560	0.4747857891
561	0.4747008241
562	0.4746333264
563	0.4745780445
564	0.4745271322
565	0.4744627872
566	0.4743933441
567	0.4743211143
568	0.4742633381
569	0.4741972552
570	0.474125349
571	0.47406327
572	0.4740066154
573	0.473952681
574	0.4739091342
575	0.4738471318
576	0.4737712478
577	0.4737049066
578	0.4736275871
579	0.4735818339
580	0.4735109904
581	0.4734504406
582	0.4733871637
583	0.473332834
584	0.4732860708
585	0.4731875225
586	0.4730803879
587	0.4730369243
588	0.4729477047
589	0.4729023284
590	0.4728427463
591	0.4727812428
592	0.4727068745
593	0.4726375118
594	0.4725778394
595	0.4725380964
596	0.4724935504
597	0.4724314681
598	0.4723750005
599	0.4722841671
600	0.4722057976
601	0.4721269936
602	0.4720759342
603	0.4720240476
604	0.4719430198
605	0.4718712568
606	0.4717930321
607	0.4717221498
608	0.4716606001
609	0.4716182273
610	0.4715669066
611	0.4715186235
612	0.4714564337
613	0.4713985703
614	0.4713293353
615	0.4712765194
616	0.471172016
617	0.4711275498
618	0.4710830407
619	0.4710257656
620	0.4709791909
621	0.470904361
622	0.4708218173
623	0.4707646115
624	0.4706885554
625	0.4706249304
626	0.4705768928
627	0.470495993
628	0.4704095215
629	0.4703551218
630	0.4702713984
631	0.4702308364
632	0.4701707685
633	0.4700961701
634	0.4700486945
635	0.4700002771
636	0.4699524992
637	0.4698930798
638	0.4698370546
639	0.4696866778
640	0.4696218961
641	0.4695847567
642	0.4695279024
643	0.4694345108
644	0.4693689688
645	0.4692831666
646	0.4692084544
647	0.4691286985
648	0.4690732993
649	0.4689841537
650	0.4689359202
651	0.468879995
652	0.4688253321
653	0.4687605775
654	0.4687046971
655	0.4686485181
656	0.468608905
657	0.4685569561
658	0.4684734969
659	0.4683874061
660	0.4683407189
661	0.4682792105
662	0.468240324
663	0.4681556592
664	0.4681121997
665	0.4680498668
666	0.4679676974
667	0.4679147703
668	0.4678764898
669	0.4678246698
670	0.4677611801
671	0.4677102705
672	0.4676636132
673	0.4676006942
674	0.4675435589
675	0.4674853618
676	0.467393047
677	0.4673045111
678	0.4672402051
679	0.4671673143
680	0.4671177234
681	0.4670458292
682	0.4669848459
683	0.4669070001
684	0.4668250993
685	0.466772615
686	0.4667009553
687	0.4666294367
688	0.4665918111
689	0.4665173281
690	0.4664798582
691	0.4664274494
692	0.4663767254
693	0.4663029563
694	0.466238859
695	0.4661668227
696	0.4660870614
697	0.4659784614
698	0.4659084483
699	0.4658361645
700	0.4657612885
701	0.4657148394
702	0.4656561572
703	0.4655659578
704	0.4655132679
705	0.4654731496
706	0.4654416748
707	0.4653991917
708	0.4653250003
709	0.4652252905
710	0.4650588031
711	0.4649902015
712	0.4649335507
713	0.4648402666
714	0.4647930076
715	0.4647304838
716	0.4646872797
717	0.4646414852
718	0.4645661879
719	0.4645065399
720	0.4644254716
721	0.4643443308
722	0.4642583514
723	0.4642060076
724	0.4641333299
725	0.4640868532
726	0.4640486772
727	0.463984291
728	0.4639308091
729	0.4638531007
730	0.4637655209
731	0.4637190075
732	0.4636384023
733	0.4635626438
734	0.4635234572
735	0.4634906329
736	0.4634435004
737	0.463391887
738	0.463333228
739	0.4632644268
740	0.4631874231
741	0.4630899542
742	0.4630243461
743	0.4629743428
744	0.4629060509
745	0.4628572514
746	0.4628087256
747	0.4627441998
748	0.4626991885
749	0.4626438801
750	0.4625858754
751	0.4625396216
752	0.4624755228
753	0.4624287281
754	0.46235632
755	0.4623207098
756	0.4622320113
757	0.4621756102
758	0.4621325624
759	0.4620813944
760	0.4620374577
761	0.4619606353
762	0.4619080462
763	0.4618546383
764	0.4617814049
765	0.4617183305
766	0.4616332356
767	0.4615793882
768	0.4615415025
769	0.4614614742
770	0.4613959619
771	0.461341418
772	0.4612815286
773	0.461222113
774	0.4611897547
775	0.4610946241
776	0.4610276888
777	0.4608763924
778	0.4608219009
779	0.460784684
780	0.4607280809
781	0.46068934
782	0.4606026149
783	0.4605390173
784	0.4604853889
785	0.4604519384
786	0.4603897871
787	0.4603378166
788	0.4602652414
789	0.4601951813
790	0.4601292238
791	0.4600722896
792	0.4600206578
793	0.4599457415
794	0.4599120793
795	0.4598173129
796	0.459767934
797	0.4596827439
798	0.4596262353
799	0.4595646632
800	0.4595173066
801	0.4594658224
802	0.4594080754
803	0.459366299
804	0.4593028692
805	0.4592264212
806	0.4591918688
807	0.4591370885
808	0.4590986394
809	0.4590334433
810	0.4589618601
811	0.4589141587
812	0.4588675716
813	0.4588174109
814	0.4587685152
815	0.4587058873
816	0.4586718786
817	0.4586152378
818	0.4585811018
819	0.4585278998
820	0.4584692548
821	0.4584353554
822	0.4583939806
823	0.4583347837
824	0.4582690104
825	0.4582349652
826	0.4581871367
827	0.4581302493
828	0.4580869001
829	0.4580121741
830	0.4579219878
831	0.4578744302
832	0.4578365175
833	0.4577738175
834	0.4577038967
835	0.4576721604
836	0.4576336895
837	0.4575755619
838	0.4574974009
839	0.45745684
840	0.4573967678
841	0.4573256419
842	0.4572540115
843	0.4571960062
844	0.4571529254
845	0.457114699
846	0.4570384632
847	0.456981066
848	0.4569248426
849	0.4568583713
850	0.4567976445
851	0.4567690216
852	0.4567151173
853	0.4566564771
854	0.4565772894
855	0.45655354
856	0.4564971372
857	0.4564525027
858	0.4564097553
859	0.4563024961
860	0.4562358714
861	0.4561859398
862	0.4561167854
863	0.4560719104
864	0.4560269739
865	0.4559510832
866	0.4559134637
867	0.4558514443
868	0.455801241
869	0.4557360054
870	0.4556628714
871	0.4556193446
872	0.4555638677
873	0.4555113486
874	0.4554252218
875	0.4553504711
876	0.4553130389
877	0.4552748448
878	0.4552243765
879	0.4551658214
880	0.4551154532
881	0.4550638876
882	0.455016287
883	0.4549546657
884	0.4548884305
885	0.4548334102
886	0.4547578026
887	0.4546682076
888	0.454614669
889	0.4545761194
890	0.4545259264
891	0.4544619999
892	0.4543918901
893	0.4543484973
894	0.4542872815
895	0.4542630304
896	0.4541907223
897	0.4541451047
898	0.4540864976
899	0.4540455399
900	0.4540010253
901	0.4539465911
902	0.453846911
903	0.4537766297
904	0.4537226081
905	0.4536581333
906	0.4535963317
907	0.4534983528
908	0.4534713977
909	0.4534233503
910	0.4533827774
911	0.4533249673
912	0.4532459849
913	0.4531984738
914	0.4531453914
915	0.4531004301
916	0.4530277611
917	0.4529860453
918	0.4529481676
919	0.4528718801
920	0.4527915432
921	0.4527328529
922	0.4526783272
923	0.4525970401
924	0.4525497354
925	0.4524776111
926	0.4523945648
927	0.4523738145
928	0.4523166173
929	0.4522803385
930	0.4522195151
931	0.4521761594
932	0.4521129387
933	0.4520400087
934	0.4519880916
935	0.4519345274
936	0.4518426984
937	0.4517694284
938	0.4517113905
939	0.4516743311
940	0.4516106052
941	0.451563541
942	0.4514929974
943	0.4514250915
944	0.4513674489
945	0.4513091766
946	0.4512766119
947	0.4512346422
948	0.4511887421
949	0.4511160583
950	0.4510331269
951	0.4509714427
952	0.4509103699
953	0.4508665199
954	0.4507886717
955	0.4507370907
956	0.4506444689
957	0.4505719319
958	0.4505285676
959	0.4504715185
960	0.450440817
961	0.4503825443
962	0.4503355178
963	0.4502565295
964	0.4502229235
965	0.450169721
966	0.4501322839
967	0.4500345909
968	0.4500106449
969	0.4499622771
970	0.4499248344
971	0.4498706823
972	0.4497945384
973	0.4497517111
974	0.4496814558
975	0.4496421509
976	0.4496083752
977	0.4495528758
978	0.4494834755
979	0.4494327177
980	0.4493594174
981	0.4493359497
982	0.449279616
983	0.4492257909
984	0.4491289082
985	0.4490794468
986	0.4490498674
987	0.4490007172
988	0.4489619581
989	0.448926153
990	0.4488657663
991	0.4488149701
992	0.4487615226
993	0.4486932096
994	0.4486518618
995	0.4486062462
996	0.4485651152
997	0.4485084748
998	0.4484659346
999	0.448410386
